name_key,full_name,birth_date,espn_id
reggieporter,Reggie Porter,1994-07-13,
reymaualuga,Rey Maualuga,1987-01-20,
richardash,Richard Ash,1992-08-04,
rickeyhatley,Rickey Hatley,1994-03-29,
robertayers,Robert Ayers,1985-09-06,
robertblanton,Robert Blanton,1989-09-07,15079.0
robertgolden,Robert Golden,1990-09-13,
robertmcclain,Robert McClain,1988-07-22,
robertnelson,Robert Nelson,1990-02-16,17416.0
rodneycoe,Rodney Coe,1993-05-18,
roymiller,Roy Miller,1987-07-09,
ruebenrandle,Rueben Randle,1991-05-07,14911.0
ryandavis,Ryan Davis,1989-02-24,15319.0
ryandisalvo,Ryan DiSalvo,1994-01-20,
ryanmallett,Ryan Mallett,1988-06-05,14037.0
ryanmurphy,Ryan Murphy,1992-10-14,
ryannassib,Ryan Nassib,1990-03-10,
ryanomalley,Ryan O'Malley,1993-07-24,
ryanquigley,Ryan Quigley,1990-01-26,15616.0
ryanrussell,Ryan Russell,1992-01-17,2511687.0
samrogers,Sam Rogers,1995-04-12,
sammyseamster,Sammy Seamster,1991-02-05,17244.0
scotttolzien,Scott Tolzien,1987-09-04,
sealversiliga,Sealver Siliga,1990-04-26,14441.0
seanhickey,Sean Hickey,1991-09-29,
seanmcgrath,Sean McGrath,1987-12-03,15515.0
seansmith,Sean Smith,1987-07-14,
seanspence,Sean Spence,1990-06-07,
seanweatherspoon,Sean Weatherspoon,1987-12-29,
senquezgolson,Senquez Golson,1993-07-07,
shaanwashington,Shaan Washington,1993-12-29,
shakeirryan,Shakeir Ryan,1995-08-11,
shanelechler,Shane Lechler,1976-08-07,2273.0
shanevereen,Shane Vereen,1989-03-02,14017.0
sharriffloyd,Sharrif Floyd,1991-05-28,
shayneskov,Shayne Skov,1990-07-09,
sheamcclellin,Shea McClellin,1989-08-01,
sheldonprice,Sheldon Price,1991-03-26,
spencerpaysinger,Spencer Paysinger,1988-06-28,
stanslymaponga,Stansly Maponga,1991-03-05,
stefancharles,Stefan Charles,1988-06-09,16568.0
stefanmcclure,Stefan McClure,1993-01-31,
stephanenembot,Stephane Nembot,1991-12-07,
stephenpaea,Stephen Paea,1988-05-11,
sterlingbailey,Sterling Bailey,1992-09-13,
sterlingmoore,Sterling Moore,1990-02-03,14802.0
stevedonatell,Steve Donatell,1994-03-05,
stevenjohnson,Steven Johnson,1988-03-28,
steventerrell,Steven Terrell,1990-09-21,16450.0
tjjohnson,T.J. Johnson,1990-07-17,15915.0
tjyates,T.J. Yates,1987-05-28,14114.0
tambahali,Tamba Hali,1983-11-03,
tanitupou,Tani Tupou,1992-12-13,
tankcarder,Tank Carder,1989-01-18,
taureannixon,Taurean Nixon,1991-02-07,2515587.0
tavarisbarnes,Tavaris Barnes,1991-11-02,
taylorhart,Taylor Hart,1991-02-22,16865.0
teddywilliams,Teddy Williams,1988-07-03,
tennypalepoi,Tenny Palepoi,1990-12-19,
terencenewman,Terence Newman,1978-09-04,4463.0
terrancewest,Terrance West,1991-01-28,16783.0
terrellwatson,Terrell Watson,1993-08-22,2581598.0
terrencefede,Terrence Fede,1991-11-19,16860.0
terrencemagee,Terrence Magee,1993-03-16,2577283.0
terronward,Terron Ward,1992-02-15,2577023.0
tevaunsmith,Tevaun Smith,1993-01-30,
timbarnes,Tim Barnes,1988-05-14,
timcook,Tim Cook,1994-04-29,
timlelito,Tim Lelito,1989-07-21,
timscott,Tim Scott,1993-01-25,
tiongreen,Tion Green,1993-12-14,
tobyjohnson,Toby Johnson,1991-09-01,
tonymcdaniel,Tony McDaniel,1985-01-20,
tonywashington,Tony Washington,1992-06-01,
tracyhoward,Tracy Howard,1994-04-29,
travisaverill,Travis Averill,1993-12-21,
traviscoons,Travis Coons,1992-02-06,17130.0
traviswilson,Travis Wilson,1993-12-14,
tremcbride,Tre McBride,1992-12-01,2566041.0
trevonhartfield,Trevon Hartfield,1991-11-17,
trevoneboykin,Trevone Boykin,1993-08-22,
trevorknight,Trevor Knight,1993-10-03,
trevorreilly,Trevor Reilly,1988-01-17,
treywilliams,Trey Williams,1992-12-11,2972282.0
trovonreed,Trovon Reed,1990-12-30,
troyniklas,Troy Niklas,1992-09-18,16797.0
tylerferguson,Tyler Ferguson,1994-01-07,
tyreekburwell,Tyreek Burwell,1992-03-11,
tyriquejarrett,Tyrique Jarrett,1994-02-16,
tyrusthompson,Tyrus Thompson,1991-11-17,
tyvonbranch,Tyvon Branch,1986-12-11,
vadalalexander,Vadal Alexander,1994-03-23,
victorochi,Victor Ochi,1993-10-02,
vinstonpainter,Vinston Painter,1989-10-11,
waltpowell,Walt Powell,1991-11-23,
whitneyrichardson,Whitney Richardson,1992-07-26,
willbeatty,Will Beatty,1985-03-02,
willpericak,Will Pericak,1989-12-30,
williamgay,William Gay,1985-01-01,10613.0
williampoehls,William Poehls,1991-11-27,
willieyoung,Willie Young,1985-09-19,
xaviercooper,Xavier Cooper,1991-11-30,2578408.0
zacdysert,Zac Dysert,1990-02-08,
zachconque,Zach Conque,1994-04-22,
zachlaskey,Zach Laskey,1992-07-08,
zachstrief,Zach Strief,1983-09-22,
zacksanchez,Zack Sanchez,1993-10-11,
zaireanderson,Zaire Anderson,1992-08-18,
zeekbigger,Zeek Bigger,1992-11-06,
ajderby,A.J. Derby,1991-09-20,3046413.0
ajhendy,A.J. Hendy,1993-04-08,
aaronburbridge,Aaron Burbridge,1993-12-23,2979533.0
aaronwallace,Aaron Wallace,1993-07-08,2577203.0
adambisnowaty,Adam Bisnowaty,1993-12-14,
adamgettis,Adam Gettis,1988-12-09,
adamjones,Adam Jones,1983-09-30,8421.0
adolphuswashington,Adolphus Washington,1992-11-24,2976317.0
ahtybarubin,Ahtyba Rubin,1986-07-25,11424.0
alancross,Alan Cross,1993-07-02,2586700.0
aldrickrobinson,Aldrick Robinson,1988-09-24,14164.0
alecjames,Alec James,1994-09-30,
alexcarter,Alex Carter,1994-10-19,2978256.0
alexjenkins,Alex Jenkins,1993-01-15,
alexthompson,Alex Thompson,1995-07-07,
alonzorussell,Alonzo Russell,1992-09-29,2980238.0
amaricoleman,Amari Coleman,1996-10-09,
aminisilatolu,Amini Silatolu,1988-09-16,
andrebranch,Andre Branch,1989-07-14,14952.0
andrehal,Andre Hal,1992-05-30,10411.0
andreholmes,Andre Holmes,1988-06-16,14403.0
andrelevrone,Andre Levrone,1995-03-09,
andreasknappe,Andreas Knappe,1991-06-02,
andreweast,Andrew East,1991-09-17,
andrewluck,Andrew Luck,1989-09-12,14874.0
andrewtrumbetti,Andrew Trumbetti,1996-03-14,
andylevitre,Andy Levitre,1986-05-15,
anthonywinbush,Anthony Winbush,1994-12-18,3042693.0
anthonywint,Anthony Wint,1995-09-14,3128853.0
antoniogates,Antonio Gates,1980-06-18,5362.0
antoniomorrison,Antonio Morrison,1994-12-06,2971051.0
antwionewilliams,Antwione Williams,1993-05-26,2567868.0
ardariusstewart,ArDarius Stewart,1993-12-08,3054860.0
ariekouandjio,Arie Kouandjio,1992-04-23,
arthurmoats,Arthur Moats,1988-03-14,13422.0
asantaybrown,Asantay Brown,1995-02-03,
ashtonlampkin,Ashton Lampkin,1994-01-10,
austinbarnard,Austin Barnard,1995-06-22,
austindavis,Austin Davis,1995-02-25,
austinhoward,Austin Howard,1987-03-22,
austinpasztor,Austin Pasztor,1990-11-26,
austinroberts,Austin Roberts,1995-12-03,3134314.0
austinseferianjenkins,Austin Seferian-Jenkins,1992-09-29,16795.0
azeemvictor,Azeem Victor,1995-09-19,
bambradley,Bam Bradley,1994-06-26,2970256.0
barrychurch,Barry Church,1988-02-11,13338.0
benjacobs,Ben Jacobs,1988-04-17,14739.0
benebenwikere,Bene' Benwikere,1991-09-03,16872.0
bennielogan,Bennie Logan,1989-12-28,15850.0
bennycunningham,Benny Cunningham,1990-07-07,16055.0
bernardreedy,Bernard Reedy,1991-12-31,17032.0
blaineclausell,Blaine Clausell,1992-01-31,
blairbrown,Blair Brown,1994-05-27,2980639.0
blakejackson,Blake Jackson,1994-03-07,
bradkaaya,Brad Kaaya,1995-09-03,3123048.0
bradleymarquez,Bradley Marquez,1992-12-14,2577645.0
brandonbell,Brandon Bell,1995-01-09,3057972.0
brandonchubb,Brandon Chubb,1993-10-21,
brandonfusco,Brandon Fusco,1988-07-26,
brandonlafell,Brandon LaFell,1986-11-04,12576.0
brandonreilly,Brandon Reilly,1993-09-24,2974328.0
brandontate,Brandon Tate,1987-10-05,12597.0
brandonweeden,Brandon Weeden,1983-10-14,14878.0
brandonwilds,Brandon Wilds,1993-07-22,2577692.0
brendanmahon,Brendan Mahon,1995-01-17,
brentgrimes,Brent Grimes,1983-07-19,10913.0
brianbrown,Brian Brown,1994-10-22,
brianmihalik,Brian Mihalik,1992-08-21,2576480.0
brianorakpo,Brian Orakpo,1986-07-31,12439.0
brianparker,Brian Parker,1992-05-30,2508328.0
brianpeters,Brian Peters,1988-10-31,2265764.0
brianquick,Brian Quick,1989-06-05,14914.0
brianschwenke,Brian Schwenke,1991-03-22,
bricebutler,Brice Butler,1990-01-29,15896.0
brockcoyle,Brock Coyle,1990-10-12,16983.0
brockosweiler,Brock Osweiler,1990-11-22,14879.0
brucecarter,Bruce Carter,1988-02-19,14026.0
bruceellington,Bruce Ellington,1991-08-22,16946.0
brycepetty,Bryce Petty,1991-05-31,2466005.0
buckyhodges,Bucky Hodges,1995-08-08,3045466.0
byronbell,Byron Bell,1989-01-17,
calebsturgis,Caleb Sturgis,1989-08-09,15918.0
cameronartispayne,Cameron Artis-Payne,1990-06-23,3043097.0
cameronlynch,Cameron Lynch,1993-08-04,2577602.0
captainmunnerlyn,Captain Munnerlyn,1988-04-10,12703.0
carloshenderson,Carlos Henderson,1994-12-19,
carlosthompson,Carlos Thompson,1992-02-16,
caushaudlyons,Caushaud Lyons,1993-01-03,3908873.0
caysoncollins,Cayson Collins,1995-11-10,
channingstribling,Channing Stribling,1994-11-21,
channingward,Channing Ward,1992-09-17,
charcandrickwest,Charcandrick West,1991-06-02,17284.0
charliemiller,Charlie Miller,1994-05-15,
charonepeake,Charone Peake,1992-10-16,2576498.0
chriscampbell,Chris Campbell,1995-11-27,3116159.0
chrisconte,Chris Conte,1989-02-23,14016.0
chrisdurant,Chris Durant,1995-12-19,
chrisivory,Chris Ivory,1988-03-22,13587.0
chrislong,Chris Long,1985-03-28,11236.0
chrismaragos,Chris Maragos,1987-01-06,13697.0
chrismccain,Chris McCain,1991-11-21,17430.0
chriswarren,Chris Warren,1996-06-06,3929855.0
chrisworley,Chris Worley,1995-09-15,3051412.0
christianhackenberg,Christian Hackenberg,1995-02-14,
christianlacouture,Christian LaCouture,1994-09-04,
christianwesterman,Christian Westerman,1993-02-23,
christinemichael,Christine Michael,1990-11-09,15855.0
clintboling,Clint Boling,1989-05-09,
coleboozer,Cole Boozer,1994-03-20,
colecroston,Cole Croston,1993-12-25,
colegardner,Cole Gardner,1993-11-11,
coltonschmidt,Colton Schmidt,1990-10-27,16623.0
connorbarwin,Connor Barwin,1986-10-15,12449.0
connorcook,Connor Cook,1993-01-29,2576261.0
connorhilland,Connor Hilland,1995-06-18,
coreygraham,Corey Graham,1985-07-25,10611.0
coreygrant,Corey Grant,1991-12-19,2515934.0
coreymoore,Corey Moore,1993-01-28,2578554.0
coreyrobinson,Corey Robinson,1992-05-21,
corneliusedison,Cornelius Edison,1993-07-10,
corycarter,Cory Carter,1994-03-05,
craigmager,Craig Mager,1992-06-11,2510713.0
cyruskouandjio,Cyrus Kouandjio,1993-07-21,
djuanhines,D'Juan Hines,1994-09-13,3040024.0
dmontrewade,D'Montre Wade,1994-12-22,
djpumphrey,DJ Pumphrey,1994-12-06,3047519.0
danorrissearcy,Da'Norris Searcy,1988-11-16,14143.0
damonwebb,Damon Webb,1995-11-12,
damoreeastringfellow,Damore'ea Stringfellow,1994-10-18,
damounpatterson,Damoun Patterson,1994-09-16,3125383.0
danielbraverman,Daniel Braverman,1993-09-28,
daniellasco,Daniel Lasco,1992-10-09,2576873.0
danielwilliams,Daniel Williams,1995-08-06,3060347.0
dariushillary,Darius Hillary,1993-04-05,
darnellsankey,Darnell Sankey,1994-10-11,
darrellwilliams,Darrell Williams,1993-03-24,
darriusheywardbey,Darrius Heyward-Bey,1987-02-26,12570.0
davidamerson,David Amerson,1991-12-08,15820.0
davidgrinnage,David Grinnage,1994-02-04,
davidjones,David Jones,1993-12-04,
davidparry,David Parry,1992-03-07,2517779.0
davidrivers,David Rivers,1994-07-23,
davidwilliams,David Williams,1994-06-17,3048924.0
davonhouse,Davon House,1989-07-10,14157.0
deondrewesley,De'Ondre Wesley,1992-07-28,
devanteharris,De'Vante Harris,1994-06-30,2972273.0
deandregoolsby,DeAndre Goolsby,1996-06-12,
deangeloyancey,DeAngelo Yancey,1994-11-18,3052470.0
deshawnshead,DeShawn Shead,1989-06-28,15419.0
deiontrezmount,Deiontrez Mount,1993-02-26,2576635.0
dejonallen,Dejon Allen,1994-05-05,
demetrigoodson,Demetri Goodson,1989-06-11,16949.0
demetriouscox,Demetrious Cox,1994-04-20,2979535.0
demetriusrhaney,Demetrius Rhaney,1992-06-22,
denverkirkland,Denver Kirkland,1994-03-06,
deonsimon,Deon Simon,1990-07-06,2568060.0
deontethompson,Deonte Thompson,1989-02-14,15503.0
deontezalexander,Deontez Alexander,1996-07-25,4055563.0
derekanderson,Derek Anderson,1983-06-15,8627.0
dereknewton,Derek Newton,1987-11-16,
derrickcoleman,Derrick Coleman,1990-10-18,15351.0
derrickjohnson,Derrick Johnson,1982-11-22,8430.0
derrickjones,Derrick Jones,1994-12-04,3051880.0
derrickmorgan,Derrick Morgan,1989-01-06,13248.0
derrickshelby,Derrick Shelby,1989-03-04,15278.0
desmondharrison,Desmond Harrison,1993-10-08,
dextermccoil,Dexter McCoil,1991-09-05,
dextermcdonald,Dexter McDonald,1991-11-30,2513908.0
dextermcdougle,Dexter McDougle,1991-04-08,16805.0
dezmensouthward,Dezmen Southward,1990-10-01,16747.0
dimitriflowers,Dimitri Flowers,1996-01-20,
dionsims,Dion Sims,1991-02-18,15974.0
dominiqueeasley,Dominique Easley,1992-04-28,16721.0
doncarey,Don Carey,1987-02-14,12644.0
donnieernsberger,Donnie Ernsberger,1996-10-13,
donniejones,Donnie Jones,1980-07-05,5749.0
dorianjohnson,Dorian Johnson,1994-10-21,
dorrenmiller,Dorren Miller,1994-08-03,
dougbaldwin,Doug Baldwin,1988-09-21,14221.0
dougmartin,Doug Martin,1989-01-13,14885.0
dresanderson,Dres Anderson,1992-07-20,2514542.0
dustinstanton,Dustin Stanton,1994-02-20,
dwayneallen,Dwayne Allen,1990-02-24,14901.0
eddiepleasant,Eddie Pleasant,1988-12-17,15612.0
eliharold,Eli Harold,1994-01-20,2979652.0
elirogers,Eli Rogers,1992-12-23,2576643.0
eliebouka,Elie Bouka,1992-08-15,
elijahhood,Elijah Hood,1996-04-22,3116690.0
elijahqualls,Elijah Qualls,1995-02-11,3052175.0
elijahwellman,Elijah Wellman,1994-09-20,
emmanuelbeal,Emmanuel Beal,1995-06-26,
emmanuellamur,Emmanuel Lamur,1989-06-08,15640.0
ericberry,Eric Berry,1988-12-29,13252.0
ericcotton,Eric Cotton,1995-02-28,
ericnzeocha,Eric Nzeocha,1993-04-01,
evansmith,Evan Smith,1986-07-19,
farringtonhuguenin,Farrington Huguenin,1992-05-08,
fozzywhittaker,Fozzy Whittaker,1989-02-02,15755.0
francisowusu,Francis Owusu,1994-12-27,
frankzombo,Frank Zombo,1987-03-05,13779.0
fredross,Fred Ross,1995-05-19,
freddiemartino,Freddie Martino,1991-09-07,17205.0
frosteerucker,Frostee Rucker,1983-09-14,9677.0
gabeholmes,Gabe Holmes,1991-03-29,2468368.0
gabemartin,Gabe Martin,1992-06-05,2515838.0
gannonsinclair,Gannon Sinclair,1993-02-05,
garretdooley,Garret Dooley,1994-12-01,
garrettgrayson,Garrett Grayson,1991-05-29,2575660.0
garrettsickels,Garrett Sickels,1994-09-24,
garrisonsmith,Garrison Smith,1991-10-09,17253.0
garrygilliam,Garry Gilliam,1990-11-26,
gavinescobar,Gavin Escobar,1991-02-03,15836.0
geneogrissom,Geneo Grissom,1992-06-04,2514217.0
geraldhodges,Gerald Hodges,1991-01-17,15977.0
gerharddebeer,Gerhard de Beer,1994-07-05,
gimelpresident,Gimel President,1993-06-24,2971022.0
ginogradkowski,Gino Gradkowski,1988-11-05,
gloverquin,Glover Quin,1986-01-15,12716.0
greermartini,Greer Martini,1995-06-06,
hakeemvalles,Hakeem Valles,1992-11-23,2567213.0
halotingata,Haloti Ngata,1984-01-21,9598.0
harlanmiller,Harlan Miller,1994-06-20,2974631.0
hayespullard,Hayes Pullard,1992-04-18,2510601.0
henrykriegercoble,Henry Krieger-Coble,1992-06-12,3144999.0
herbwaters,Herb Waters,1992-11-10,2969976.0
howardwilson,Howard Wilson,1995-10-30,3126176.0
huntersharp,Hunter Sharp,1994-04-25,3125354.0
isaacasiata,Isaac Asiata,1992-12-29,
jdmoore,J.D. Moore,1995-05-30,
jjdielman,J.J Dielman,1993-12-16,
jjjones,J.J. Jones,1992-12-06,
jpflynn,JP Flynn,1993-08-30,
javonrollandjones,Ja'Von Rolland-Jones,1994-11-13,
jacebillingsley,Jace Billingsley,1993-05-17,
jacktocho,Jack Tocho,1996-02-08,3051737.0
jacquiessmith,Jacquies Smith,1990-03-18,15256.0
jacquizzrodgers,Jacquizz Rodgers,1990-02-06,14193.0
jakecampos,Jake Campos,1994-10-18,
jakefisher,Jake Fisher,1993-04-23,
jakemcgee,Jake McGee,1991-09-19,2512657.0
jalenmyrick,Jalen Myrick,1995-02-27,3040198.0
jalensimmons,Jalen Simmons,1992-04-01,
jalentolliver,Jalen Tolliver,1995-12-30,4329491.0
jalstonfowler,Jalston Fowler,1990-07-26,2515931.0
jamaalcharles,Jamaal Charles,1986-12-27,11307.0
jamarmcgloster,Jamar McGloster,1995-06-04,
jamescowser,James Cowser,1990-09-13,2471470.0
jamesstone,James Stone,1992-04-26,
jameswright,James Wright,1991-12-31,16922.0
janariongrant,Janarion Grant,1993-11-20,3047490.0
jarvisjenkins,Jarvis Jenkins,1988-04-24,14019.0
jasonthompson,Jason Thompson,1994-04-21,
javariusleamon,Javarius Leamon,1993-04-16,
jawilldavis,Jawill Davis,1995-04-06,3066147.0
jaybromley,Jay Bromley,1992-05-28,16776.0
jaylenhill,Jaylen Hill,1994-05-26,3057517.0
jeronhamm,Je'Ron Hamm,1992-06-15,17165.0
jeffoverbaugh,Jeff Overbaugh,1993-11-24,
jeffrichards,Jeff Richards,1991-01-03,
jerelworthy,Jerel Worthy,1990-04-28,14967.0
jeremiahgeorge,Jeremiah George,1992-01-24,16897.0
jeremiahmckinnon,Jeremiah McKinnon,1993-06-29,
jeremiahsirles,Jeremiah Sirles,1991-08-08,
jeremycash,Jeremy Cash,1992-12-09,2576378.0
jeremyclark,Jeremy Clark,1994-06-29,2977613.0
jeremykerley,Jeremy Kerley,1988-11-08,14151.0
jeremylangford,Jeremy Langford,1991-12-06,2515416.0
jermainegresham,Jermaine Gresham,1988-06-16,13228.0
jermeyparnell,Jermey Parnell,1986-07-20,
jermonbushrod,Jermon Bushrod,1984-08-19,
jerrolgarciawilliams,Jerrol Garcia-Williams,1993-12-24,
jevonirobinson,Jevoni Robinson,1992-11-16,
jhurrellpressley,Jhurrell Pressley,1992-05-20,
jimmywilliams,Jimmy Williams,1995-02-24,
joebarksdale,Joe Barksdale,1989-01-04,
joelbouagnon,Joel Bouagnon,1995-03-28,
johngreco,John Greco,1985-03-24,
johnphillips,John Phillips,1987-06-11,12550.0
johnsullivan,John Sullivan,1985-08-08,
johnathancalvin,Johnathan Calvin,1993-11-28,
johnnymaxey,Johnny Maxey,1993-10-19,
jonathancelestin,Jonathan Celestin,1995-11-21,3116052.0
jonathanmoxey,Jonathan Moxey,1995-01-14,
jonathanstewart,Jonathan Stewart,1987-03-21,11247.0
jonathonmincy,Jonathon Mincy,1992-09-05,
jordanlasley,Jordan Lasley,1996-11-13,3134302.0
jordansmallwood,Jordan Smallwood,1995-01-18,
jordantaylor,Jordan Taylor,1992-02-18,2515662.0
jordynelson,Jordy Nelson,1985-05-31,11270.0
josephcheek,Joseph Cheek,1992-12-02,
joshcrockett,Josh Crockett,1995-03-13,4350798.0
joshfrazier,Josh Frazier,1995-11-06,
joshkeyes,Josh Keyes,1993-01-23,2576461.0
joshleribeus,Josh LeRibeus,1989-07-02,
joshsitton,Josh Sitton,1986-06-16,
joshthornton,Josh Thornton,1992-11-24,
joshwalker,Josh Walker,1991-06-02,
joshuaholsey,Joshua Holsey,1994-06-25,2971036.0
josiahprice,Josiah Price,1993-07-19,
julianwilliams,Julian Williams,1996-06-09,
juliuspeppers,Julius Peppers,1980-01-18,3530.0
justiceliggins,Justice Liggins,1994-12-14,
justinhunter,Justin Hunter,1991-05-20,15845.0
justinstockton,Justin Stockton,1995-07-06,
jylanware,Jylan Ware,1993-10-16,
kadeemedwards,Kadeem Edwards,1991-01-24,
kaelinclay,Kaelin Clay,1992-01-02,2516957.0
kalebeulls,Kaleb Eulls,1991-06-28,
kamchancellor,Kam Chancellor,1988-04-03,13336.0
kammoore,Kam Moore,1996-10-01,3122800.0
kamaraiken,Kamar Aiken,1989-05-30,14583.0
kapribibbs,Kapri Bibbs,1993-01-10,16969.0
keenanreynolds,Keenan Reynolds,1993-12-13,2970457.0
keithford,Keith Ford,1994-04-18,3052662.0
keithkelsey,Keith Kelsey,1995-03-17,
keithtandy,Keith Tandy,1989-02-12,15001.0
kelvinbenjamin,Kelvin Benjamin,1991-02-05,16730.0
kelvinsheppard,Kelvin Sheppard,1988-01-02,13995.0
kendalthompson,Kendal Thompson,1992-05-14,
kendallwright,Kendall Wright,1989-11-12,14909.0
kendricklewis,Kendrick Lewis,1988-06-16,13404.0
kennangilchrist,Kennan Gilchrist,1994-09-16,
kennethfarrow,Kenneth Farrow,1993-03-07,2575553.0
kentperkins,Kent Perkins,1994-11-19,
kermitwhitfield,Kermit Whitfield,1993-10-08,
kevinmcdermott,Kevin McDermott,1990-01-12,
khalidhill,Khalid Hill,1995-06-04,
kianteanderson,Kiante Anderson,1995-05-27,
konyealy,Kony Ealy,1991-12-21,16773.0
koreytoomer,Korey Toomer,1988-12-09,15112.0
kristjansokoli,Kristjan Sokoli,1991-09-24,
kylecarter,Kyle Carter,1992-12-17,2582138.0
kylefriend,Kyle Friend,1994-04-03,
kylequeiro,Kyle Queiro,1994-12-18,
kylewilson,Kyle Wilson,1995-11-02,
latroylewis,LaTroy Lewis,1993-11-09,2972232.0
landonturner,Landon Turner,1993-05-15,
landryjones,Landry Jones,1989-04-04,15904.0
lavoncoleman,Lavon Coleman,1994-12-10,3052163.0
legarretteblount,LeGarrette Blount,1986-12-05,13213.0
lekauhatafe,Leka Uhatafe,1994-10-25,
lennyjones,Lenny Jones,1991-08-08,
leonhall,Leon Hall,1984-12-09,10462.0
leonmcquay,Leon McQuay III,1994-11-21,3043217.0
leonardjohnson,Leonard Johnson,1990-03-30,15398.0
leontecarroo,Leonte Carroo,1994-01-24,2982804.0
lorenzodoss,Lorenzo Doss,1994-04-22,2972135.0
lucasgravelle,Lucas Gravelle,1995-07-28,
lukebowanko,Luke Bowanko,1991-06-12,
mackbrown,Mack Brown,1991-09-24,2512191.0
malachidupre,Malachi Dupre,1995-10-12,3115366.0
malcolmlewis,Malcolm Lewis,1993-10-27,
malikgolden,Malik Golden,1993-04-27,
manassehgarner,Manasseh Garner,1992-03-11,2515609.0
marcuscooper,Marcus Cooper,1990-02-01,15888.0
marcuscromartie,Marcus Cromartie,1990-12-03,16054.0
marcuslucas,Marcus Lucas,1992-03-01,17382.0
marcusrios,Marcus Rios,1994-10-25,
marcussmith,Marcus Smith,1992-03-31,16712.0
marksanchez,Mark Sanchez,1986-11-11,12482.0
markuswheaton,Markus Wheaton,1991-02-07,15873.0
marlonbrown,Marlon Brown,1991-04-22,16581.0
marquestonhuff,Marqueston Huff,1992-04-06,16094.0
marquetteking,Marquette King,1988-10-26,15389.0
marquisflowers,Marquis Flowers,1992-02-16,16924.0
marshallkoehn,Marshall Koehn,1992-08-29,
martezcarter,Martez Carter,1993-03-08,3140525.0
martrellspaight,Martrell Spaight,1993-08-05,3046428.0
marwinevans,Marwin Evans,1993-04-10,3053027.0
masonfoster,Mason Foster,1989-03-01,14023.0
masongentry,Mason Gentry,1994-02-24,
mattcassel,Matt Cassel,1982-05-17,8644.0
mattdarr,Matt Darr,1992-07-02,2516357.0
matthazel,Matt Hazel,1992-01-23,16870.0
mattkalil,Matt Kalil,1989-07-06,
mattlongacre,Matt Longacre,1991-09-21,3085243.0
mattslauson,Matt Slauson,1986-02-18,
matttobin,Matt Tobin,1990-06-05,
matthewthomas,Matthew Thomas,1995-07-21,3045376.0
maurquiceshakir,Maurquice Shakir,1993-10-14,
maxmccaffrey,Max McCaffrey,1994-05-17,2969896.0
maxunger,Max Unger,1986-04-14,
michaelcampanaro,Michael Campanaro,1991-01-25,16832.0
michaelfloyd,Michael Floyd,1989-11-27,14908.0
michaelhoomanawanui,Michael Hoomanawanui,1988-07-04,13387.0
michaelhunter,Michael Hunter,1993-04-19,2578305.0
michaeljohnson,Michael Johnson,1987-02-07,12436.0
michaelroberts,Michael Roberts,1994-05-07,3059945.0
mikegillislee,Mike Gillislee,1990-11-01,15952.0
mikemitchell,Mike Mitchell,1987-06-10,12619.0
miketyson,Mike Tyson,1993-07-27,3056913.0
mikewallace,Mike Wallace,1986-08-01,12601.0
mikewindt,Mike Windt,1986-05-29,
mitchunrein,Mitch Unrein,1987-03-25,13860.0
montaycrockett,Montay Crockett,1993-12-11,2973973.0
mosefrazier,Mose Frazier,1993-08-30,2977874.0
muhammadwilkerson,Muhammad Wilkerson,1989-10-22,13985.0
natberhe,Nat Berhe,1991-07-06,16850.0
natepalmer,Nate Palmer,1989-09-23,15930.0
nealsterling,Neal Sterling,1992-01-14,2513770.0
nicholasgrigsby,Nicholas Grigsby,1992-07-02,2576660.0
nickdeluca,Nick DeLuca,1995-01-27,3060410.0
nickperry,Nick Perry,1990-04-12,14929.0
nickrose,Nick Rose,1994-05-05,
nicosiragusa,Nico Siragusa,1994-05-10,
nilespaul,Niles Paul,1989-08-09,14156.0
oniomoile,Oni Omoile,1993-06-24,
orsoncharles,Orson Charles,1991-01-27,14902.0
pasonitasini,Pasoni Tasini,1993-05-31,
patafriyie,Pat Afriyie,1996-07-20,
pharoahmckever,Pharoah McKever,1994-02-04,
phildawson,Phil Dawson,1975-01-23,1440.0
pierregarcon,Pierre Garcon,1986-08-08,11439.0
princecharlesiworah,Prince Charles Iworah,1993-03-11,
quincyredmon,Quincy Redmon,1993-12-11,
quintenrollins,Quinten Rollins,1992-07-15,3125961.0
quintonflowers,Quinton Flowers,1994-12-02,3139591.0
rafaelbush,Rafael Bush,1987-05-12,13544.0
ramonhumber,Ramon Humber,1987-08-10,12988.0
ramonrichards,Ramon Richards,1995-11-29,
rashadgreene,Rashad Greene,1992-09-23,2576785.0
rashardfant,Rashard Fant,1995-01-08,
raymonddavison,Raymond Davison,1995-03-25,
reesodhiambo,Rees Odhiambo,1992-09-23,
reesefleming,Reese Fleming,1993-12-06,
reggienelson,Reggie Nelson,1983-09-21,10465.0
richardjarvis,Richard Jarvis,1995-04-20,
rickeyjefferson,Rickey Jefferson,1994-12-28,
rickyaliifua,Ricky Ali'ifua,1991-12-02,
rickyjeanfrancois,Ricky Jean Francois,1986-11-23,12443.0
rileybullough,Riley Bullough,1993-11-23,2979532.0
rileymccarron,Riley McCarron,1993-06-16,2988624.0
rishardmatthews,Rishard Matthews,1989-10-12,15102.0
robkelley,Rob Kelley,1992-10-03,2575408.0
